Junction,Hour,Average_Speed,Vehicle_Volume,Delay_Time,Traffic_Level
2,16,54.0318158412176,57.96539142341315,2.4322712444929144,3
2,18,84.59577086805001,2.2331520587653664,0.649585552809934,4
2,15,45.00291159021489,117.72351574628719,2.799244753020111,1
3,8,76.64689895461677,35.15481079218937,-1.0261145692910458,4
1,18,86.96232650032164,13.061199668826049,-1.4472268456897426,4
3,10,18.749767427005235,164.2321964470743,4.936835119322668,1
2,21,41.44346814639928,101.96035036696574,0.5799638688193816,2
2,9,41.3016091938561,97.87711369949578,4.653498880952354,2
2,9,39.32845629264726,92.86306833992649,6.465032609507284,2
4,17,84.05404136579891,-12.39167987571813,0.17738488684383233,4
1,16,63.967443602761065,39.69478850450754,0.3004773687912712,3
3,21,31.257340133809095,79.74166053485526,3.2286683405200627,2
2,8,86.52170121439076,-1.1380717602753498,-0.5506522140299963,4
5,10,11.687540059821629,124.72998634160419,4.7788982673439495,1
1,16,65.16273102170828,52.86374786215566,3.0322191660741877,3
5,12,25.633525684137915,149.45504087936487,6.9723120532504,1
1,6,54.54516784892401,52.20402947580032,0.6134578474188086,3
2,7,77.94592856022707,-7.831973550299887,0.8700972533370096,4
1,5,-5.528523342429679,246.15290555270755,9.832175196292718,0
1,6,58.92539484855632,70.40173850270469,4.283069846275472,3
2,12,18.459828579071292,131.33186249872915,9.438254427703155,1
5,7,83.8983026613467,3.4930213114034734,-1.0823911793318368,4
5,16,66.55154373059804,40.87990785594015,5.389064511674244,3
4,2,6.97841905394978,184.78280409938878,7.574952333789454,0
5,0,-2.8108401328915105,179.89891893314098,7.2890414535433825,0
5,9,38.95389063127736,106.48325036138881,4.392486849853414,2
1,9,31.58280903889525,89.77929647395639,3.301526399088385,2
4,13,15.970649667519055,164.51739036037807,6.478852968775831,1
2,19,64.8242581654873,64.90673321795659,0.415907374715238,3
2,6,68.07791411774116,70.60871577817174,1.7134968775238788,3
3,15,33.82825564060039,87.21419850888844,5.5426986812340155,2
4,19,57.03767870423553,57.130484160380156,1.9315264502826128,3
1,19,59.867971215205365,59.48681324963451,2.1699149440878593,3
3,4,1.400805794098034,192.88732737344054,8.570310325660774,0
3,21,35.95198240039177,88.42342063910688,5.4047939551811925,2
2,17,82.12030522232045,24.14280998663959,-1.9862696546273195,4
5,15,37.63080326464542,103.4124381359808,4.701428862204922,2
1,17,79.9277386456086,9.53951626067607,-0.3217669670901159,4
4,23,2.7314212400184976,187.66885982258108,8.199965474374206,0
3,13,20.032111349054688,131.7107330021671,7.271940203714852,1
1,6,57.81807054736716,41.458253382618345,0.566976018305787,3
2,22,-0.5480490196291542,198.13967918915006,6.784826670268293,0
3,16,59.55818520397332,34.036699897739766,-0.32251595165656743,3
3,14,18.14994485058936,149.85232787024427,5.341009269883468,1
2,11,18.706019686664487,124.6724221789725,7.59651881325458,1
2,2,7.9932358525235845,183.19928866295191,7.8552953738318365,0
2,12,22.804597239706194,160.06366872415313,4.391850125214257,1
1,18,78.5225984098542,9.056857804168413,-0.5828144934900564,4
1,10,23.484772022553678,144.12184851919702,4.214565955811253,1
1,6,58.33090255121995,34.733535363845704,0.649776677922606,3
5,6,65.86562318793321,34.588946727109835,2.466582692316456,3
3,6,61.84821096099047,44.40097631088029,0.5913520084327655,3
1,16,59.46348927997886,59.667777374679375,3.335161166243962,3
5,18,82.23858462905139,13.923685370164868,-0.0853443489964032,4
3,20,32.145619239657506,92.55202396777047,4.102713644733431,2
1,23,-5.633837344549026,182.69761361022825,7.665952438870527,0
2,16,54.03037496800472,54.017654567995,2.927417406252468,3
4,13,20.714715473818533,137.64697544061227,6.939791865332413,1
1,16,68.66257499742545,42.226210417081965,2.4020652222946057,3
4,10,31.15650073096316,169.87914135655558,6.677746927089178,1
1,14,23.190255507203787,162.40673142848652,5.745492396095489,1
2,6,62.50422237472228,52.36961468377177,2.650643608290858,3
4,18,70.99471132923631,-19.078785016690844,-0.4054533305685681,4
5,10,17.28663100132989,153.17094851205988,6.002677946594883,1
2,10,16.061081240458805,165.9398593618129,5.670427500760443,1
4,6,56.89576200874442,44.36549501351696,1.4513377528169649,3
4,14,19.159280907076052,170.26671134980072,5.173065842733852,2
2,10,17.639547111514364,169.3911793427731,6.561228124630663,1
2,16,50.10350094812106,74.9559924821521,3.572727095376156,3
2,16,63.73955128058767,54.578646897970295,3.405322366003471,3
3,1,-5.363715128699033,208.8108754970902,6.492121596865477,0
5,17,81.19623432055575,21.21280932496635,1.547043661688248,4
1,8,90.37041334874986,6.710909056034635,-0.38179020194151464,4
4,13,15.403077042067883,142.4814883831468,6.72087961817471,1
1,17,67.34856238626836,-6.728142547917921,-1.0874583984566533,4
2,11,18.569978890599447,153.57832430660608,6.170375896648807,1
5,3,5.504798174992855,180.64157867080672,8.37646781947629,0
5,16,69.79173727110297,47.85111626953711,0.2184742496964167,3
3,16,53.85225202773792,66.4482067734538,2.729920599613027,3
2,19,62.48349611618261,17.13119223252078,3.615122009405978,3
4,18,77.67344771609973,23.017231526917723,-0.2095775348179535,4
3,0,-0.5297417715206783,216.8356132805474,9.632201756993615,0
2,8,93.22171673508518,-6.896469237457144,-0.22763219214288902,4
3,17,72.48514835802423,8.150862418077145,1.0195014372559406,4
1,3,1.2686983074728673,200.0472159035949,5.33771604085868,0
2,5,2.338465858827166,218.44985552658025,10.902533335176155,0
4,0,5.428931624696736,214.7402471415491,9.79454989429155,0
4,3,0.48991576735447717,178.99893915225488,7.658449394895586,0
2,19,61.540252697520515,58.80893620196265,-0.3665068319725817,3
3,15,38.041757162891045,96.91558219535129,4.345634041966587,2
5,15,41.34563470622554,101.2424885577715,2.267289343511492,2
2,3,-1.7159613774870524,189.07742148545276,8.533824245068985,0
4,15,43.107859449280255,126.22205603681253,4.493878862997138,3
1,21,38.15194831978183,115.60092729853864,2.87031619719757,2
4,4,1.8855019695109323,188.9034325404055,9.345160428337254,1
5,20,39.85368593157511,79.9808408963465,4.966689643367408,2
4,8,85.63025125386085,-5.785089464667723,1.170988004746276,4
5,11,19.74303138205757,156.5175396913696,6.010629244402675,1
2,10,11.134837658965592,153.60308765919333,4.3013711197035525,1
4,4,6.309607503569959,218.79699237152366,9.173446726653365,0
3,6,55.47133849568691,61.84879583271278,1.6755543210370507,3
3,4,-3.268831693244099,214.5435353862936,6.332263828168797,0
4,6,57.02169352978254,54.90283100915656,3.6224472391691913,3
4,13,26.872190465854086,129.16051904683513,8.519289024603012,1
1,22,-10.678371069893478,197.06452203279648,7.950502245224956,0
4,7,95.68874266829997,15.901346098629983,2.59094538552395,4
1,20,45.28028404533026,99.22715607213031,4.10957767433362,2
1,6,61.116194570645796,57.546355529356205,1.5434529150003786,3
1,9,39.72552999691857,95.218775271308,3.243449854977427,2
1,20,41.427770374288286,84.55282227187233,5.96449888959129,2
2,1,2.6056121418966915,198.14983903930835,7.063827342334674,0
3,21,43.22607792975028,104.6357116454898,4.882323171969984,2
1,17,82.77802233001724,-9.835315791921655,-0.6709966020710499,4
3,15,40.44790340627625,96.46433132714998,3.4476318849107646,3
1,4,-0.9866921015366305,185.90805137021027,9.23629963276348,0
3,8,79.24363358173244,16.78867376346144,-0.45604421554722435,4
4,10,19.025458598236597,145.58316363617948,5.514245544695648,1
4,9,45.66885048433532,121.79133317689275,5.359365636609769,2
3,1,2.9677836114043092,222.93121775811363,9.916876751865948,0
1,10,5.298056826678598,148.78431052917384,6.77362776394108,1
2,13,23.279503882648804,134.87326901178974,5.214276269251261,1
3,16,60.97368097359387,18.711531833999942,1.3872698008429047,3
5,17,79.90645621777051,-22.080556095401874,0.09589831648804499,4
2,9,38.05740773455557,79.3924776265201,4.385116074310789,2
5,4,5.620563599930067,220.67704441192257,6.8145609078322735,0
3,19,64.73763231061429,51.73736880840419,2.867645527495837,3
1,7,76.13561166088195,5.844067861379817,0.10261599556751883,4
5,19,62.03526143562267,16.69368486597311,-0.05884998236575534,3
3,17,75.14171632729357,-17.969496438258926,-1.1147117789528764,4
2,7,73.10190917605534,13.306196646694305,-0.6049544083819964,4
1,20,36.86641387705018,104.30161168573879,3.912570773390734,2
5,17,84.31196736191379,-2.208079180283959,2.267134554604795,4
3,19,64.76562522688043,58.47263537900184,2.2858055673675537,3
1,7,82.56542710048646,24.536967092037223,-1.00892626787835,4
1,21,43.625478934239986,96.68436304694424,4.264756965168596,2
4,20,42.58089143557479,101.04054703987104,3.577494703055343,2
1,16,56.79259202388524,52.88895378096958,2.38970988744025,3
3,12,22.159612723369705,185.8816445291099,6.696681224442738,1
2,14,24.002047626138413,118.50965603371462,7.451076776668725,1
4,17,83.77145664906787,10.24834522183212,-0.029143794804031013,4
3,23,5.944566857373214,198.27796626861405,9.9667526331198,0
3,7,83.54151923600531,8.501575892762695,1.0896271950434295,4
3,16,61.757241037707914,40.139411690079136,1.1510725462253746,3
5,16,65.35075119158213,49.26552453712325,4.651826798898156,3
5,16,59.8673937037547,60.67115869198243,2.392393415924117,3
2,16,55.590626743861414,96.69365301565762,0.9978505952333179,3
3,6,59.18466518028118,62.12054284103107,3.983495661476506,3
5,20,36.27548677596776,87.27901602954238,6.493333102238133,2
5,14,16.62410862512809,143.64360476965945,5.960369683536527,1
5,19,59.27740664642241,43.19878837424219,1.3956196875492846,3
2,5,-3.9620996049998065,173.06535241054976,7.793150051055606,0
2,5,-1.5398076481952014,195.04864712447844,8.85767807302124,0
3,1,-9.468073334768928,210.99243622732618,9.533427986036617,0
4,1,1.066468536864693,180.88651821384806,8.684584797036289,0
3,21,40.00602737681112,115.72723976575888,4.122067850166124,2
5,4,-4.085443155340953,207.31662231626507,9.797614124365314,0
5,19,63.296228342162024,38.98650017043443,1.6245962323381735,3
1,17,84.6878506881328,-2.1229445600677113,1.2371032060402885,4
3,23,-8.03779932184487,223.9748271146155,7.654324641978466,0
5,15,36.186376107168925,111.00321720258799,4.517227549613072,2
5,9,36.154288251063505,100.13175482347222,3.8637249222514582,2
4,5,-4.699515505544324,196.43475024558524,7.932977380816627,0
1,18,84.14737420965874,1.1491360567748943,-0.4528638209546519,4
3,22,-0.9691306938640176,192.32354663086545,9.613824837416834,0
2,21,38.67742579344694,68.42875741421477,3.1204887542697577,2
3,12,9.980688177966233,180.63266865802098,5.11172129694155,1
